unique_key,created_date,agency,agency_name,complaint_type,descriptor,incident_zip,intersection_street_1,intersection_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_7mpf_4k6g,incident_address,street_name,cross_street_1,cross_street_2,bbl,location_type,landmark,vehicle_type,closed_date,due_date,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
61279595,2024-05-27T00:33:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10031.0,HAMILTON PLACE,BROADWAY,ADDRESS,NEW YORK,,In Progress,,2024-05-27T00:53:45.000,09 MANHATTAN,MANHATTAN,998353.0,239546.0,ONLINE,Unspecified,MANHATTAN,40.82416273789355,-73.94904330123309,"{'latitude': '40.82416273789355', 'longitude': '-73.94904330123309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37.0,4.0,23.0,19.0,19.0,501 WEST  143 STREET,WEST  143 STREET,HAMILTON PLACE,BROADWAY,1020750026.0,Street/Sidewalk,WEST  143 STREET,,,,,,,,,
61276669,2024-05-27T00:32:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11421.0,80 STREET,DEAD END,ADDRESS,WOODHAVEN,,Closed,The Police Department issued a summons in response to the complaint.,2024-05-27T00:41:43.000,09 QUEENS,QUEENS,1022132.0,192685.0,MOBILE,Unspecified,QUEENS,40.69547150868583,-73.86338960895836,"{'latitude': '40.69547150868583', 'longitude': '-73.86338960895836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24017.0,46.0,3.0,34.0,60.0,60.0,80-14 85 AVENUE,85 AVENUE,80 STREET,DEAD END,4088510285.0,Street/Sidewalk,85 AVENUE,,2024-05-27T00:41:39.000,,,,,,,
61275369,2024-05-27T00:32:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11368.0,55 AVENUE,CAROUSEL LOOP,ADDRESS,CORONA,,In Progress,,2024-05-27T01:29:41.000,04 QUEENS,QUEENS,1025601.0,209636.0,MOBILE,Unspecified,QUEENS,40.741982330673174,-73.85077556011962,"{'latitude': '40.741982330673174', 'longitude': '-73.85077556011962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14510.0,66.0,3.0,21.0,68.0,68.0,55-20 111 STREET,111 STREET,55 AVENUE,CAROUSEL LOOP,4020110023.0,Street/Sidewalk,111 STREET,,,,,,,,,
61273233,2024-05-27T00:32:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10304.0,TOMPKINS AVENUE,WARREN STREET,ADDRESS,STATEN ISLAND,,In Progress,Your complaint has been received by the Police Department and additional information will be available later.,2024-05-27T00:53:43.000,01 STATEN ISLAND,STATEN ISLAND,961910.0,165640.0,ONLINE,Unspecified,STATEN ISLAND,40.62129184408177,-74.08047314282736,"{'latitude': '40.62129184408177', 'longitude': '-74.08047314282736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10691.0,4.0,1.0,13.0,74.0,74.0,67 HILL STREET,HILL STREET,TOMPKINS AVENUE,WARREN STREET,5005450100.0,Residential Building/House,HILL STREET,,,,,,,,,
61277498,2024-05-27T00:32:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11221.0,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,,In Progress,,2024-05-27T00:55:45.000,04 BROOKLYN,BROOKLYN,1005788.0,190815.0,PHONE,Unspecified,BROOKLYN,40.69039366208007,-73.9223354173009,"{'latitude': '40.69039366208007', 'longitude': '-73.9223354173009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18181.0,42.0,2.0,30.0,53.0,53.0,14 LINDEN STREET,LINDEN STREET,BROADWAY,BUSHWICK AVENUE,3033300003.0,Residential Building/House,LINDEN STREET,,,,,,,,,
61272177,2024-05-27T00:32:31.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11233.0,PACIFIC STREET,BERGEN STREET,ADDRESS,BROOKLYN,,In Progress,,2024-05-27T00:52:48.000,08 BROOKLYN,BROOKLYN,1004850.0,185609.0,PHONE,Unspecified,BROOKLYN,40.67610661660691,-73.92573369630301,"{'latitude': '40.67610661660691', 'longitude': '-73.92573369630301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13516.0,16.0,2.0,17.0,49.0,49.0,308 KINGSBORO    3 WALK,KINGSBORO    3 WALK,PACIFIC STREET,BERGEN STREET,3013440001.0,Residential Building/House,KINGSBOROUGH    3 WALK,,,,,,,,,
61272733,2024-05-27T00:32:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11423.0,91 AVENUE,JAMAICA AVENUE,ADDRESS,HOLLIS,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:48:33.000,12 QUEENS,QUEENS,1045240.0,197782.0,MOBILE,Unspecified,QUEENS,40.70933245068,-73.7800114655967,"{'latitude': '40.70933245068', 'longitude': '-73.7800114655967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24332.0,41.0,3.0,6.0,61.0,61.0,91-19 181 STREET,181 STREET,91 AVENUE,JAMAICA AVENUE,4098980008.0,Residential Building/House,181 STREET,,2024-05-27T00:48:27.000,,,,,,,
61272174,2024-05-27T00:32:19.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11103.0,28 AVENUE,30 AVENUE,ADDRESS,ASTORIA,,In Progress,,2024-05-27T00:55:13.000,01 QUEENS,QUEENS,1008099.0,218087.0,PHONE,Unspecified,QUEENS,40.76524268642405,-73.91390545750168,"{'latitude': '40.76524268642405', 'longitude': '-73.91390545750168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16860.0,39.0,3.0,4.0,72.0,72.0,28-04 STEINWAY STREET,STEINWAY STREET,28 AVENUE,30 AVENUE,4006620022.0,Club/Bar/Restaurant,STEINWAY STREET,,,,,,,,,
61279589,2024-05-27T00:31:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11228.0,72 STREET,16 AVENUE,ADDRESS,BROOKLYN,,In Progress,,2024-05-27T01:00:29.000,11 BROOKLYN,BROOKLYN,984436.0,164437.0,PHONE,Unspecified,BROOKLYN,40.618018023309894,-73.99933002379841,"{'latitude': '40.618018023309894', 'longitude': '-73.99933002379841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13511.0,1.0,2.0,44.0,37.0,37.0,7220 NEW UTRECHT AVENUE,NEW UTRECHT AVENUE,72 STREET,16 AVENUE,,Residential Building/House,NEW UTRECHT AVENUE,,,,,,,,,
61276419,2024-05-27T00:31:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10029.0,EAST  112 STREET,EAST  115 STREET,ADDRESS,NEW YORK,,In Progress,,2024-05-27T01:06:20.000,11 MANHATTAN,MANHATTAN,998703.0,230311.0,ONLINE,Unspecified,MANHATTAN,40.79881467021513,-73.94779857268328,"{'latitude': '40.79881467021513', 'longitude': '-73.94779857268328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12426.0,7.0,4.0,36.0,14.0,14.0,1365 5 AVENUE,5 AVENUE,EAST  112 STREET,EAST  115 STREET,1016180001.0,Street/Sidewalk,5 AVENUE,,,,,,,,,
61275417,2024-05-27T00:31:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10451.0,EAST  150 STREET,MAJOR DEEGAN EXPWY ET    5 NB,ADDRESS,BRONX,,In Progress,,2024-05-27T00:55:35.000,04 BRONX,BRONX,1003394.0,238539.0,PHONE,Unspecified,BRONX,40.82138932177206,-73.93083213282375,"{'latitude': '40.82138932177206', 'longitude': '-73.93083213282375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10929.0,50.0,5.0,35.0,27.0,27.0,600 EXTERIOR STREET,EXTERIOR STREET,EAST  150 STREET,MAJOR DEEGAN EXPWY ET    5 NB,2023570040.0,Street/Sidewalk,EXTERIOR STREET,,,,,,,,,
61277493,2024-05-27T00:31:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10029.0,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,,In Progress,,2024-05-27T01:06:50.000,11 MANHATTAN,MANHATTAN,999778.0,226328.0,PHONE,Unspecified,MANHATTAN,40.78788058985994,-73.94392509162194,"{'latitude': '40.78788058985994', 'longitude': '-73.94392509162194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12426.0,7.0,4.0,35.0,14.0,14.0,310 EAST  102 STREET,EAST  102 STREET,2 AVENUE,1 AVENUE,1016730006.0,Residential Building/House,EAST  102 STREET,,,,,,,,,
61278539,2024-05-27T00:31:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11419.0,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,,In Progress,,2024-05-27T01:16:15.000,10 QUEENS,QUEENS,1035255.0,190310.0,ONLINE,Unspecified,QUEENS,40.68888679323365,-73.81608343804658,"{'latitude': '40.68888679323365', 'longitude': '-73.81608343804658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24015.0,62.0,3.0,46.0,64.0,64.0,104-24 129 STREET,129 STREET,LIBERTY AVENUE,107 AVENUE,4095820016.0,Residential Building/House,129 STREET,,,,,,,,,
61273223,2024-05-27T00:31:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11413.0,139 AVENUE,219 STREET,INTERSECTION,,,In Progress,,2024-05-27T00:54:15.000,13 QUEENS,QUEENS,1052511.0,184460.0,PHONE,Unspecified,QUEENS,40.67271366965657,-73.75392037283808,"{'latitude': '40.67271366965657', 'longitude': '-73.75392037283808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15313.0,63.0,3.0,47.0,63.0,63.0,139 AVENUE,139 AVENUE,139 AVENUE,219 STREET,,Residential Building/House,,,,,,,,,,
61272154,2024-05-27T00:31:31.000,NYPD,New York City Police Department,Drinking,In Public,11101.0,38 STREET,39 STREET,ADDRESS,LONG ISLAND CITY,,In Progress,,2024-05-27T00:56:33.000,02 QUEENS,QUEENS,1004505.0,210383.0,ONLINE,Unspecified,QUEENS,40.74410613688942,-73.92690294622201,"{'latitude': '40.74410613688942', 'longitude': '-73.92690294622201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16858.0,53.0,3.0,33.0,66.0,66.0,38-02 QUEENS BOULEVARD,QUEENS BOULEVARD,38 STREET,39 STREET,4002230021.0,Street/Sidewalk,QUEENS BOULEVARD,,,,,,,,,
61272199,2024-05-27T00:31:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10029.0,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,,In Progress,,2024-05-27T00:59:29.000,11 MANHATTAN,MANHATTAN,999241.0,229370.0,PHONE,Unspecified,MANHATTAN,40.79623098528,-73.94585752240872,"{'latitude': '40.79623098528', 'longitude': '-73.94585752240872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12426.0,7.0,4.0,35.0,14.0,14.0,94 EAST  111 STREET,EAST  111 STREET,MADISON AVENUE,PARK AVENUE,1016160036.0,Street/Sidewalk,EAST  111 STREET,,,,,,,,,
61276330,2024-05-27T00:31:28.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,10301.0,MARX STREET,VICTORY BOULEVARD,INTERSECTION,,,In Progress,,,01 STATEN ISLAND,STATEN ISLAND,953888.0,163191.0,MOBILE,Unspecified,STATEN ISLAND,40.614545992889546,-74.10935894993649,"{'latitude': '40.614545992889546', 'longitude': '-74.10935894993649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10369.0,4.0,1.0,13.0,74.0,74.0,VICTORY BOULEVARD,VICTORY BOULEVARD,MARX STREET,VICTORY BOULEVARD,,Street,,,,,,,,,,
61273230,2024-05-27T00:31:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11210.0,EAST   37 STREET,EAST   38 STREET,ADDRESS,BROOKLYN,,In Progress,,2024-05-27T01:00:09.000,18 BROOKLYN,BROOKLYN,1000808.0,168719.0,ONLINE,Unspecified,BROOKLYN,40.6297557442042,-73.94034721570128,"{'latitude': '40.6297557442042', 'longitude': '-73.94034721570128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17217.0,5.0,2.0,26.0,38.0,38.0,3709 AVENUE I,AVENUE I,EAST   37 STREET,EAST   38 STREET,3075830006.0,Residential Building/House,AVENUE I,,,,,,,,,
61277497,2024-05-27T00:31:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10473.0,PUGSLEY AVENUE,OLMSTEAD AVENUE,ADDRESS,BRONX,,In Progress,,2024-05-27T00:57:20.000,09 BRONX,BRONX,1024990.0,237475.0,PHONE,Unspecified,BRONX,40.81839574213901,-73.8528116808154,"{'latitude': '40.81839574213901', 'longitude': '-73.8528116808154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11611.0,58.0,5.0,31.0,26.0,26.0,2040 RANDALL AVENUE,RANDALL AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,2035330039.0,Residential Building/House,RANDALL AVENUE,,,,,,,,,
61273927,2024-05-27T00:30:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10472.0,BRUCKNER BOULEVARD,WATSON AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:42:38.000,09 BRONX,BRONX,1018209.0,239723.0,PHONE,Unspecified,BRONX,40.824594531459304,-73.8772991398564,"{'latitude': '40.824594531459304', 'longitude': '-73.8772991398564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11610.0,58.0,5.0,31.0,26.0,26.0,1025 BOYNTON AVENUE,BOYNTON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,2037140054.0,Street/Sidewalk,BOYNTON AVENUE,,2024-05-27T00:42:34.000,,,,,,,
61275955,2024-05-27T00:30:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11201.0,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:48:10.000,02 BROOKLYN,BROOKLYN,988677.0,194236.0,PHONE,Unspecified,BROOKLYN,40.69980861298248,-73.98403428269069,"{'latitude': '40.69980861298248', 'longitude': '-73.98403428269069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16865.0,68.0,2.0,38.0,54.0,54.0,167 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,3000680107.0,Residential Building/House,SANDS STREET,,2024-05-27T00:48:06.000,,,,,,,
61279588,2024-05-27T00:30:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11223.0,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,,In Progress,,2024-05-27T01:14:03.000,15 BROOKLYN,BROOKLYN,993268.0,154723.0,PHONE,Unspecified,BROOKLYN,40.5913504885388,-73.96752993169969,"{'latitude': '40.5913504885388', 'longitude': '-73.96752993169969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18183.0,32.0,2.0,45.0,36.0,36.0,2411 EAST    3 STREET,EAST    3 STREET,AVENUE W,AVENUE X,3071790042.0,Residential Building/House,EAST    3 STREET,,,,,,,,,
61278552,2024-05-27T00:30:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11385.0,GEORGE STREET,STEPHEN STREET,ADDRESS,RIDGEWOOD,,In Progress,,2024-05-27T00:56:13.000,05 QUEENS,QUEENS,1011369.0,193497.0,MOBILE,Unspecified,QUEENS,40.697739785113214,-73.90219992326772,"{'latitude': '40.697739785113214', 'longitude': '-73.90219992326772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15310.0,54.0,3.0,30.0,62.0,62.0,1016 CYPRESS AVENUE,CYPRESS AVENUE,GEORGE STREET,STEPHEN STREET,4035520062.0,Street/Sidewalk,CYPRESS AVENUE,,,,,,,,,
61279080,2024-05-27T00:30:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10303.0,MORNINGSTAR ROAD,HUDSON PLACE,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:43:05.000,01 STATEN ISLAND,STATEN ISLAND,942727.0,167481.0,ONLINE,Unspecified,STATEN ISLAND,40.62627585761622,-74.14958536221069,"{'latitude': '40.62627585761622', 'longitude': '-74.14958536221069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10371.0,4.0,1.0,13.0,75.0,75.0,31 WESTBROOK AVENUE,WESTBROOK AVENUE,MORNINGSTAR ROAD,HUDSON PLACE,5011790012.0,Residential Building/House,WESTBROOK AVENUE,,2024-05-27T00:43:02.000,,,,,,,
61272996,2024-05-27T00:30:34.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),11374.0,66 AVENUE,67 AVENUE,ADDRESS,REGO PARK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-05-27T00:49:28.000,06 QUEENS,QUEENS,1024423.0,203726.0,ONLINE,Unspecified,QUEENS,40.72576628685482,-73.8550619202845,"{'latitude': '40.72576628685482', 'longitude': '-73.8550619202845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14785.0,40.0,3.0,28.0,70.0,70.0,66-76 BOOTH STREET,BOOTH STREET,66 AVENUE,67 AVENUE,,Street/Sidewalk,BOOTH STREET,,2024-05-27T00:49:23.000,,,,,,,
61274251,2024-05-27T00:30:29.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11360.0,29 AVENUE,32 AVENUE,ADDRESS,BAYSIDE,,In Progress,,2024-05-27T01:06:00.000,11 QUEENS,QUEENS,1043919.0,220840.0,ONLINE,Unspecified,QUEENS,40.772629736501564,-73.784571703048,"{'latitude': '40.772629736501564', 'longitude': '-73.784571703048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14195.0,26.0,3.0,20.0,69.0,69.0,29-58 CLEARVIEW EXPRESSWAY SR WEST,CLEARVIEW EXPRESSWAY SR WEST,29 AVENUE,32 AVENUE,,Street/Sidewalk,CLEARVIEW EXPRESSWAY SR WEST,,,,,,,,,
61274400,2024-05-27T00:30:24.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,10031.0,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,,In Progress,,2024-05-27T01:42:09.000,09 MANHATTAN,MANHATTAN,998687.0,242077.0,MOBILE,Unspecified,MANHATTAN,40.83110906969215,-73.94783105256715,"{'latitude': '40.83110906969215', 'longitude': '-73.94783105256715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37.0,4.0,23.0,19.0,19.0,617 WEST  152 STREET,WEST  152 STREET,BROADWAY,RIVERSIDE DRIVE,1020990022.0,Street/Sidewalk,WEST  152 STREET,,,,,,,,,
61276416,2024-05-27T00:29:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10037.0,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,,In Progress,,2024-05-27T00:52:08.000,10 MANHATTAN,MANHATTAN,1000726.0,234925.0,MOBILE,Unspecified,MANHATTAN,40.81147528650519,-73.94048056869856,"{'latitude': '40.81147528650519', 'longitude': '-73.94048056869856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13095.0,18.0,4.0,36.0,20.0,20.0,45 WEST  132 STREET,WEST  132 STREET,5 AVENUE,LENOX AVENUE,1017300009.0,Street/Sidewalk,WEST  132 STREET,,,,,,,,,
61275918,2024-05-27T00:29:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11221.0,RALPH AVENUE,HOWARD AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:49:25.000,03 BROOKLYN,BROOKLYN,1005824.0,189393.0,MOBILE,Unspecified,BROOKLYN,40.686490512511895,-73.92221015732997,"{'latitude': '40.686490512511895', 'longitude': '-73.92221015732997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18181.0,69.0,2.0,17.0,52.0,52.0,907 JEFFERSON AVENUE,JEFFERSON AVENUE,RALPH AVENUE,HOWARD AVENUE,3014850064.0,Residential Building/House,JEFFERSON AVENUE,,2024-05-27T00:49:20.000,,,,,,,
61273825,2024-05-27T00:29:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11214.0,18 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:45:23.000,11 BROOKLYN,BROOKLYN,984647.0,161308.0,ONLINE,Unspecified,BROOKLYN,40.60942955717735,-73.99857018100036,"{'latitude': '40.60942955717735', 'longitude': '-73.99857018100036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17616.0,1.0,2.0,45.0,37.0,37.0,1843 81 STREET,81 STREET,18 AVENUE,19 AVENUE,3062850052.0,Residential Building/House,81 STREET,,2024-05-27T00:45:18.000,,,,,,,
61277473,2024-05-27T00:29:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11230.0,EAST    8 STREET,EAST    9 STREET,ADDRESS,BROOKLYN,,In Progress,,2024-05-27T01:22:44.000,14 BROOKLYN,BROOKLYN,992931.0,168535.0,ONLINE,Unspecified,BROOKLYN,40.62926192437833,-73.9687255731493,"{'latitude': '40.62926192437833', 'longitude': '-73.9687255731493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13513.0,60.0,2.0,11.0,43.0,43.0,811 AVENUE H,AVENUE H,EAST    8 STREET,EAST    9 STREET,3064960039.0,Street/Sidewalk,AVENUE H,,,,,,,,,
61272200,2024-05-27T00:29:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10029.0,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,,In Progress,,2024-05-27T01:06:38.000,11 MANHATTAN,MANHATTAN,999778.0,226328.0,PHONE,Unspecified,MANHATTAN,40.78788058985994,-73.94392509162194,"{'latitude': '40.78788058985994', 'longitude': '-73.94392509162194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12426.0,7.0,4.0,35.0,14.0,14.0,310 EAST  102 STREET,EAST  102 STREET,2 AVENUE,1 AVENUE,1016730006.0,Street/Sidewalk,EAST  102 STREET,,,,,,,,,
61273783,2024-05-27T00:28:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11427.0,89 AVENUE,89 ROAD,ADDRESS,QUEENS VILLAGE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:43:45.000,13 QUEENS,QUEENS,1052682.0,202650.0,MOBILE,Unspecified,QUEENS,40.722639464125834,-73.75311911166115,"{'latitude': '40.722639464125834', 'longitude': '-73.75311911166115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24336.0,63.0,3.0,16.0,63.0,63.0,89-16 HOLLIS COURT,HOLLIS COURT,89 AVENUE,89 ROAD,4105790017.0,Residential Building/House,HOLLIS COURT BOULEVARD,,2024-05-27T00:43:41.000,,,,,,,
61277504,2024-05-27T00:28:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11691.0,HEYSON ROAD,NEW HAVEN AVENUE,ADDRESS,FAR ROCKAWAY,,In Progress,,2024-05-27T00:52:25.000,14 QUEENS,QUEENS,1054186.0,157225.0,ONLINE,Unspecified,QUEENS,40.597946626643015,-73.74816432648097,"{'latitude': '40.597946626643015', 'longitude': '-73.74816432648097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20529.0,51.0,3.0,47.0,59.0,59.0,299 BEACH   14 STREET,BEACH   14 STREET,HEYSON ROAD,NEW HAVEN AVENUE,4156250042.0,Residential Building/House,BEACH   14 STREET,,,,,,,,,
61275418,2024-05-27T00:28:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10467.0,ARNOW AVENUE,ADEE AVENUE,ADDRESS,BRONX,,In Progress,,2024-05-27T00:52:28.000,11 BRONX,BRONX,1020967.0,255738.0,MOBILE,Unspecified,BRONX,40.86853990863316,-73.86724623738645,"{'latitude': '40.86853990863316', 'longitude': '-73.86724623738645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11605.0,59.0,5.0,22.0,32.0,32.0,2940 WHITE PLAINS ROAD,WHITE PLAINS ROAD,ARNOW AVENUE,ADEE AVENUE,2045460017.0,Street/Sidewalk,WHITE PLAINS ROAD,,,,,,,,,
61272414,2024-05-27T00:28:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11419.0,97 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Police Department issued a summons in response to the complaint.,2024-05-27T00:41:08.000,09 QUEENS,QUEENS,1031898.0,190897.0,MOBILE,Unspecified,QUEENS,40.690516679264384,-73.82818410475251,"{'latitude': '40.690516679264384', 'longitude': '-73.82818410475251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24015.0,46.0,3.0,46.0,60.0,60.0,97-03 117 STREET,117 STREET,97 AVENUE,101 AVENUE,4094530001.0,Street/Sidewalk,117 STREET,,2024-05-27T00:41:03.000,,,,,,,
61277496,2024-05-27T00:28:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11691.0,WHEATLEY STREET,NAMEOKE AVENUE,BLOCKFACE,,,In Progress,,2024-05-27T00:59:28.000,Unspecified QUEENS,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,AUGUSTINA AVENUE,AUGUSTINA AVENUE,WHEATLEY STREET,NAMEOKE AVENUE,,Residential Building/House,,,,,,,,,,
61276322,2024-05-27T00:28:30.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11104.0,39 AVENUE,SKILLMAN AVENUE,ADDRESS,SUNNYSIDE,,In Progress,,2024-05-27T00:57:43.000,02 QUEENS,QUEENS,1007274.0,211551.0,PHONE,Unspecified,QUEENS,40.74730522706731,-73.91690607552593,"{'latitude': '40.74730522706731', 'longitude': '-73.91690607552593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16861.0,53.0,3.0,33.0,66.0,66.0,39-69 47 STREET,47 STREET,39 AVENUE,SKILLMAN AVENUE,4001480017.0,Street/Sidewalk,47 STREET,,,,,,,,,
